,Name,Price,Stores,Rating,Votes,Type,Connection,Colors,Switches
986,Genesis Thor 420 RGB (Custom Blue),52.23 ,1,0.0,0,,,0,Custom Blue
987,Esperanza Aspis,4.66 ,1,0.0,0,,,0,Membrane
988,Logitech G513 Carbon (Romer-G Linear),139.00 ,0,4.5,24,,,0,Romer-G Linear
989,Omega Varr VMK3BK11,39.85 ,7,0.0,0,,,0,Jixian Blue
990,Cougar Vantar MX (Custom Red),46.27 ,1,0.0,0,,,0,Custom Red
991,Docooler HXSJ V100,45.90 ,0,0.0,0,,,0,Membrane
992,Motospeed GK81 (Custom Blue),62.90 ,0,0.0,0,,,0,Custom Blue
993,Motospeed K96 Grey (Zeus Optical),38.99 ,3,4.4,24,,,0,Zeus Optical
994,Lenovo Legion K500 RGB,115.90 ,4,0.0,0,,,0,Outemu Red
995,Havit KB-78162,12.90 ,14,4.0,1,,,0,Membrane
996,Havit G400V,14.89 ,7,4.5,2,,,0,Membrane
997,Esperanza Shadow Green,7.23 ,5,0.0,0,,,2,Membrane
998,Motospeed CK80 Silver (Custom Gold),49.00 ,6,5.0,2,,,2,Custom Gold
999,Redragon Asura White,26.00 ,3,4.3,4,,,2,Membrane
1000,Sbox K-15 Red,8.49 ,3,0.0,0,,,2,Membrane
1001,Corsair K95 RGB Platinum Black (Cherry MX Speed),198.00 ,4,4.6,18,,,2,Cherry MX Speed
1002,Gembird KB-UML3-01-W,9.15 ,8,3.8,6,,,2,Membrane
1003,Motospeed CK80 (Custom Silver),58.90 ,0,5.0,2,,,2,Custom Silver
1004,Sades K13 Sickle (Kailh Blue),39.90 ,4,4.0,1,,,0,Kailh Blue
1005,Logitech G915 TKL (GL Linear),229.00 ,0,0.0,0,,,0,GL Linear
1006,Logitech G915 TKL (GL Clicky),229.00 ,0,0.0,0,,,0,GL Clicky
1007,Turbo-X Nemesis N60 (Custom Blue),49.90 ,0,0.0,0,,,0,Custom Blue
1008,Glorious PC Gaming Race The GMMK TKL (Gateron Brown),129.99 ,0,0.0,0,,,0,Gateron Brown
1009,Gamesir VX2 AimSwitch (Custom Red),149.90 ,0,0.0,0,,,0,Custom Red
1010,Motospeed GK89 (Outemu Blue),53.61 ,3,4.0,1,,,0,Outemu Blue
1011,Active Jet K-6002,26.23 ,0,0.0,0,,,0,Key Lights
1012,Turbo-X Sirin II,29.90 ,0,0.0,0,,,0,Key Lights
1013,Aula F2058 (Black Switch),40.00 ,0,0.0,0,,,0,Custom Mechanical
1014,R-Horse FC-723,22.89 ,3,3.5,2,,,0,Membrane
1015,Motospeed K11 Green,26.23 ,3,0.0,0,,,0,Membrane
1016,Motospeed K95 (Outemu Red),29.79 ,3,4.1,7,,,0,Outemu Red
1017,Aula F2058 (Blue Switch),40.00 ,0,0.0,0,,,0,Custom Blue
1018,Aula S2016 (Blue Switch) Silver,35.00 ,0,0.0,0,,,0,Custom Blue
1019,QPAD MK40,59.90 ,0,0.0,0,,,0,Key Lights
1020,Blow KP-105,11.90 ,0,0.0,0,,,0,Full Size
1021,Zeroground K33,19.79 ,4,3.3,3,,,0,Membrane
1022,CoolerMaster CK350 (Outemu Red),67.22 ,3,5.0,5,,,0,Outemu Red
1023,Motospeed K95 (Outemu Black),29.79 ,3,4.1,7,,,0,Outemu Black
1024,Esperanza Tirions Blue,6.02 ,5,3.0,1,,,0,Key Lights
1025,Logitech G815 Lightsync RGB (GL Linear),213.30 ,0,5.0,1,,,0,GL Linear
1026,QPAD MK95 Pro,199.00 ,0,0.0,0,,,0,Key Lights
1027,MSI Vigor GK60,77.99 ,3,0.0,0,,,0,Cherry MX Red
1028,Esperanza Vortex,26.67 ,3,0.0,0,,,0,Custom Mechanical
1029,Corsair K70 RGB MK.2 SE White (Cherry MX Speed),225.00 ,0,3.0,1,,,0,Cherry MX Speed
1030,Trust GXT 285 Advanced,39.80 ,0,5.0,1,,,0,Membrane
1031,Tracer Ofis,5.26 ,2,0.0,0,,,0,Membrane
1032,Defender SM-950,13.90 ,0,0.0,0,,,0,Full Size
1033,Marvo KG914,35.50 ,0,0.0,0,,,0,Custom Blue
1034,Havit KB473L,99.00 ,3,0.0,0,,,0,Custom Mechanical
1035,Razer Huntsman Gears 5 Edition (Razer Clicky),119.00 ,0,0.0,0,,,0,Razer Clicky
1036,Aula Moon Slasher,20.39 ,3,0.0,0,,,0,Key Lights
1037,Krom Kuma,76.10 ,3,0.0,0,,,0,Key Lights
1038,Esperanza Kestrel,12.99 ,9,0.0,0,,,0,Membrane
1039,Motospeed CK88 (Outemu Red),79.47 ,0,4.0,1,,,0,Outemu Red
1040,Das KeyBoard 4 Ultimate (Cherry MX Blue),165.00 ,3,5.0,1,,,0,Cherry MX Blue
1041,Patriot Viper V765,90.57 ,3,0.0,0,,,0,Kailh Box Red
1042,CoolerMaster MasterKeys Pro L RGB (Cherry MX Brown),159.80 ,1,4.4,5,,,0,Cherry MX Brown
1043,Motospeed CK700 Pink (Zeus Optical),54.64 ,2,0.0,0,,,0,Zeus Optical
1044,Omega Varr RGB VMK88B,39.90 ,0,0.0,0,,,0,Xinda Blue
1045,Razer Blackwidow Chroma Tournament Edition v2 (Yellow Switches),139.00 ,0,0.0,0,,,0,Razer Yellow
1046,iMice AN-300,14.00 ,3,0.0,0,,,0,Membrane
1047,Roccat Vulcan 80,155.00 ,0,4.0,1,,,0,Titan Tactile
1048,Blow V3,24.90 ,2,0.0,0,,,0,Membrane
1049,Razer Huntsman Mercury,219.99 ,0,4.5,27,,,3,Razer Clicky
1050,Sbox K-15 Blue,8.49 ,3,0.0,0,,,2,Membrane
1051,Motospeed K96 White (Outemu Red),50.83 ,0,4.4,24,,,2,Outemu Red
1052,Omega VARR Neon,64.90 ,2,0.0,0,,,0,Jixian Blue
1053,Geeklin Mechanical Gaming Keyboard,78.86 ,2,0.0,0,,,0,Custom Mechanical
1054,Logitech G512 (GX Brown),119.90 ,0,0.0,0,,,0,GX Brown
1055,Xtrike Me CM-400,32.00 ,4,0.0,0,,,0,Membrane
1056,HyperX Alloy Elite RGB (Cherry MX Blue),124.84 ,2,5.0,4,,,0,Cherry MX Blue
1057,Yenkee Ambush Gaming Set,54.50 ,3,0.0,0,,,0,Membrane
1058,Corsair K95 RGB Platinum XT,272.00 ,0,3.0,2,,,0,Cherry MX Speed
1059,Sandberg RageStorm Mech,44.60 ,247,0.0,0,,,0,Outemu Blue
1060,Riotoro Ghostwriter Elite (Cherry MX Brown),150.00 ,0,0.0,0,,,0,Cherry MX Brown
1061,Logitech G512 (GX Red),119.90 ,2,0.0,0,,,0,GX Red
1062,Das KeyBoard Wired Prime 13,142.85 ,2,0.0,0,,,0,Cherry MX Brown
1063,CoolerMaster SK630,124.91 ,4,0.0,0,,,0,Cherry MX Red Low Profile
1064,Gembird KBS-WMG-01,20.60 ,4,4.0,3,,,0,Membrane
1065,Modecom Volcano Hammer RGB (Outemu Red),23.00 ,4,0.0,0,,,0,Outemu Red
1066,Tracer Gamezone Lightray,10.52 ,4,0.0,0,,,0,Membrane
1067,Remax XII-J566,47.40 ,9,0.0,0,,,0,Custom Mechanical
1068,Genius Scorpion K220,20.00 ,0,0.0,0,,,0,Membrane
1069,Motospeed K96 Black (MS Brown Switches),49.85 ,0,4.4,24,,,0,Key Lights
1070,Gamdias Ares P1,28.99 ,4,0.0,0,,,0,Membrane
1071,Tronsmart TK09R RGB,69.01 ,0,4.0,1,,,0,Outemu Blue
1072,Natec Cobalt 300,55.00 ,0,0.0,0,,,0,Key Lights
1073,Redragon S108,55.00 ,0,0.0,0,,,0,Key Lights
1074,White Shark Gladiator,17.60 ,11,0.0,0,,,0,Membrane
1075,Motospeed CK88 (Outemu Blue),58.70 ,5,4.0,1,,,0,Outemu Blue
1076,Marvo K636,14.88 ,7,3.5,2,,,0,Membrane
1077,SteelSeries Apex 7 TKL (Steelseries Blue),189.00 ,0,4.0,1,,,0,SteelSeries Blue
1078,Gembird KBS-UMG-01,15.70 ,14,3.0,1,,,0,Membrane
1079,CoolerMaster CK350 (Outemu Blue),64.44 ,0,5.0,5,,,0,Outemu Blue
1080,Adata XPG Summoner (Cherry MX Red),92.06 ,0,5.0,1,,,0,Cherry MX Red
1081,MSI Vigor GK30 Combo,67.89 ,0,0.0,0,,,0,Key Lights
1082,Dell Alienware Advanced Gaming Keyboard AW568,65.00 ,2,4.0,2,,,0,Custom Brown
1083,ADX ADXCOM19,39.99 ,0,0.0,0,,,0,Membrane
1084,Logitech G513 (GX Brown),181.00 ,0,0.0,0,,,0,GX Brown
1085,Adata XPG Summoner (Cherry MX Blue),93.69 ,0,5.0,1,,,0,Cherry MX Blue
1086,Weibo Dark Hero WB-100,13.99 ,2,3.5,2,,,0,Membrane
1087,Gamdias Poseidon E1,27.90 ,4,0.0,0,,,0,Membrane
1088,Esperanza Tirions Red,5.95 ,3,3.0,1,,,0,Key Lights
1089,Thermaltake Level 20 RGB (Cherry MX Blue),124.25 ,1,0.0,0,,,0,Cherry MX Blue
1090,Armaggeddon MKA-9C Psychraptor (Kailh Brown),82.00 ,0,0.0,0,,,0,Kailh Brown
1091,FanTech K10,10.70 ,3,3.8,8,,,0,Membrane
1092,Gigabyte Force K81,49.90 ,0,0.0,0,,,0,Kailh Red
1093,Redragon K565R Rudra,43.00 ,0,0.0,0,,,0,Outemu Blue
1094,Motospeed CK94,59.26 ,9,3.0,1,,,0,Kailh Short
1095,A4Tech B760,47.50 ,3,0.0,0,,,0,LK Libra Orange
1096,Corsair K95 RGB Platinum Gunmetal (Cherry MX Brown),269.00 ,0,4.6,18,,,2,Cherry MX Speed
1097,Motospeed K96 White (Outemu Blue),39.90 ,0,4.4,24,,,2,Outemu Blue
1098,Motospeed CK89 Pink (Kaili Box White),70.24 ,2,5.0,2,,,2,Kailh Box White
1099,Xtrike Me KB-705 White,17.90 ,0,0.0,0,,,2,Membrane
1100,Das KeyBoard 4 Ultimate,153.39 ,3,0.0,0,,,0,Cherry MX Brown
1101,Esperanza Seaker Black/Green,7.50 ,2,4.0,1,,,0,Membrane
1102,Rebeltec BigFONT,18.99 ,0,0.0,0,,,0,Membrane
1103,Dragon War Desert Eagle,19.90 ,0,0.0,0,,,0,Membrane
1104,Omega Varr Fighter 2,44.75 ,0,0.0,0,,,0,Xinda Blue
1105,Xtrike Me KB-302,9.99 ,2,0.0,0,,,0,Membrane
1106,Mobilis Keywin Ak47,26.90 ,2,0.0,0,,,0,Custom Mechanical
1107,Wesdar MK4,13.90 ,2,0.0,0,,,0,Membrane
1108,Redragon Rahu,69.00 ,0,0.0,0,,,0,Outemu Blue
1109,Sades BNDL-0004,183.47 ,3,0.0,0,,,0,Custom Blue
1110,Sandberg FireStorm Mech,70.70 ,2,0.0,0,,,0,Outemu Blue
1111,Dragon War GKM-001,52.09 ,8,0.0,0,,,0,Membrane
1112,Thermaltake Level 20 RGB (Cherry MX Speed),126.79 ,2,0.0,0,,,0,Cherry MX Speed
1113,Genius K20,31.10 ,10,0.0,0,,,0,Membrane
1114,FanTech MVP-861 Commander,68.20 ,0,0.0,0,,,0,Outemu Blue
1115,Sandberg Gaming Starter Kit Nordic,49.90 ,24,0.0,0,,,0,Membrane
1116,Sandberg IronStorm 640-15,36.00 ,2,0.0,0,,,0,Membrane
1117,Logitech G915 Lightspeed (GL Tactile),241.28 ,2,5.0,5,,,0,GL Tactile
1118,Asus TUF Gaming K7,129.00 ,0,0.0,0,,,0,TUF Linear
1119,AS-808 E-SPORTS,50.00 ,2,0.0,0,,,0,Outemu Red
1120,A4Tech B180 RGB,31.50 ,2,0.0,0,,,0,Membrane
1121,Aerocool TK15,12.34 ,2,0.0,0,,,0,Membrane
1122,Thermaltake Meka Pro Lite,85.90 ,1,0.0,0,,,0,Cherry MX Blue
1123,Tracer Gamezone Hellway X,23.50 ,2,0.0,0,,,0,Membrane
1124,Thermaltake Neptune PRO,70.92 ,2,0.0,0,,,0,TTC Brown
1125,Genesis Thor 300 (Outemu Red),31.89 ,2,3.3,22,,,0,Outemu Red
1126,Lenovo Legion K200,31.91 ,4,0.0,0,,,0,Membrane
1127,Das KeyBoard 4 Professional for Mac (Cherry MX Blue),149.68 ,2,0.0,0,,,0,Cherry MX Blue
1128,Asus ROG Strix Scope,182.29 ,0,0.0,0,,,0,Key Lights
1129,Marvo Combo KM400 & G1,28.52 ,5,3.5,2,,,0,Membrane
1130,Sandberg Gaming Starter Kit,72.99 ,0,0.0,0,,,0,Membrane
1131,Esperanza Shelter,21.90 ,0,4.0,1,,,0,Membrane
1132,Nedis GKBD200BKUS,33.90 ,0,0.0,0,,,0,Membrane
1133,Keep Out F115,89.90 ,3,0.0,0,,,0,Membrane
1134,Xtrike Me GK-901,33.00 ,0,0.0,0,,,0,Membrane
1135,Fury Hurricane Tkl Rainbow,11.87 ,3,0.0,0,,,0,Key Lights
1136,Yenkee Hornet,39.90 ,3,0.0,0,,,0,Membrane
1137,Roccat Ryos TKL Pro,159.20 ,0,5.0,1,,,0,Cherry MX Brown
1138,Gamdias Hermes E2,39.00 ,0,0.0,0,,,0,Gamdias
1139,Nacon CL-700OM,64.90 ,3,0.0,0,,,0,Kailh Blue
1140,Gamdias Ares M1,24.90 ,2,0.0,0,,,0,Membrane
1141,Tracer Battle Heroes Shinook X,14.85 ,0,0.0,0,,,0,Membrane
1142,Redragon Kama K578,48.99 ,0,0.0,0,,,0,Custom Brown
1143,Thermaltake Challenger Combo,38.80 ,2,0.0,0,,,0,Key Lights
1144,Redragon Mitra K551,55.00 ,0,0.0,0,,,0,Custom Mechanical
1145,Redragon Manyu K579RGB,56.00 ,0,0.0,0,,,0,Custom Blue
1146,Natec RX85,69.99 ,0,0.0,0,,,0,Kailh Brown
1147,Tacens MKHA0 Black,6.20 ,0,0.0,0,,,0,Full Size
1148,Redragon Partryusa K570,56.33 ,0,0.0,0,,,0,Custom Blue
1149,Patriot Viper V765 (Kailh Box White),116.51 ,0,0.0,0,,,0,Kailh Box White
1150,Genesis Thor 300 (Outemu Blue),47.00 ,1,2.5,2,,,0,Outemu Blue
1151,Spirit of Gamer Spirit Gamer PRO-K3,19.90 ,0,0.0,0,,,0,Membrane
1152,Acer Nitro,45.00 ,0,0.0,0,,,0,Membrane
1153,Genesis RHOD 600 RGB,40.80 ,1,4.0,1,,,0,Key Lights
1154,Redragon K553-RGB,59.99 ,0,0.0,0,,,0,Custom Blue
1155,A4Tech B130,23.50 ,3,0.0,0,,,0,Membrane
1156,Thermaltake Challenger Edge Pro,57.80 ,0,0.0,0,,,0,Key Lights
1157,Rebeltec Imperator,49.00 ,2,0.0,0,,,0,Outemu Blue
1158,Rebeltec Discovery,14.49 ,8,3.0,2,,,0,Membrane
1159,Weibo WB-710,27.80 ,0,0.0,0,,,0,Membrane
1160,Mobilis KW18,20.00 ,0,0.0,0,,,0,Membrane
1161,Hori Tactical Assault Commander Pro,179.95 ,0,3.8,5,,,0,Custom Mechanical
1162,Armaggeddon MKA-7C Psychfalcon,64.50 ,4,3.8,4,,,0,Outemu Blue
1163,Motospeed K95 (Outemu Brown),29.79 ,2,4.1,7,,,0,Outemu Brown
1164,Genesis R33,19.90 ,0,4.0,7,,,0,Membrane
1165,Rebeltec Defender,17.79 ,9,0.0,0,,,0,Membrane
1166,Xtrike Me MK-501KIT,17.50 ,0,0.0,0,,,0,Membrane
1167,FanTech Fighter K611L,23.80 ,0,0.0,0,,,0,Key Lights
1168,Rebeltec Liberator,37.40 ,3,2.5,2,,,0,Outemu Blue
1169,Das KeyBoard X50Q,138.78 ,0,0.0,0,,,0,Gamma Zulu
1170,Trust GXT 888 Assa Single Handed,55.00 ,0,0.0,0,,,0,Membrane
1171,Acer Predator Aethon 500,169.00 ,0,0.0,0,,,0,Custom Blue
1172,Cougar Attack X3 RGB,113.00 ,1,0.0,0,,,0,Custom Mechanical
1173,NGS GKX-300,21.90 ,4,0.0,0,,,0,Key Lights
1174,Tracer Oxin,16.80 ,6,0.0,0,,,0,Membrane
1175,Redragon Combo Vajra & Centrophorus,27.50 ,3,3.7,3,,,0,Membrane
1176,Sharkoon Skiller Pro,34.80 ,2,3.8,21,,,0,Membrane
1177,Gembird KB-UMGL-01,15.50 ,4,3.8,5,,,0,Membrane
1178,Sharkoon PureWriter TKL RGB (Kailh Red),69.99 ,2,5.0,1,,,0,Kailh Red
1179,Gembird GGS-UMG4-01,40.00 ,0,3.5,11,,,0,Membrane
1180,Corsair K68,169.90 ,0,0.0,0,,,0,Cherry MX Red
1181,Rebeltec Warrior,7.00 ,9,3.0,1,,,0,Membrane
1182,FanTech Zexter K610,24.80 ,0,0.0,0,,,0,Key Lights
1183,Genius Scorpion K10,31.72 ,3,5.0,1,,,0,Membrane
1184,Roccat Horde,89.80 ,1,0.0,0,,,0,Key Lights
1185,Roccat Horde Aimo Black,96.80 ,0,0.0,0,,,0,Membrane
1186,Aula Adjudication Expert,9.99 ,2,4.0,1,,,0,Membrane
1187,Aula Mechanical Demon King,68.08 ,2,0.0,0,,,0,KRGD
1188,Roccat Isku+ Illuminated,38.00 ,7,2.3,3,,,0,Membrane
1189,FanTech Outlaw K12,23.50 ,24,3.7,3,,,0,Key Lights
1190,Zornwee ZE-9800,8.99 ,2,0.0,0,,,0,Keyboard and Mouse Set
1191,HAMA uRage Exodus Macro,22.90 ,4,0.0,0,,,0,Key Lights
1192,Genesis Rhod 400,22.45 ,3,3.0,1,,,0,Membrane
1193,Ravcore Blade,54.90 ,3,0.0,0,,,0,Membrane
1194,HAMA Urage Exodus 2,23.90 ,4,0.0,0,,,0,Full Size
1195,SteelSeries APEX 300,86.70 ,2,5.0,1,,,2,Membrane
1196,Rebeltec Legend,17.00 ,7,3.0,1,,,0,Membrane
1197,Asus Cerberus Mech RGB,129.00 ,2,0.0,0,,,0,Custom Mechanical
1198,Trust Ziva,21.90 ,0,0.0,0,,,0,Full Size
1199,Riotoro Ghostwriter Prism,115.00 ,0,0.0,0,,,0,Custom Mechanical
1200,Riotoro Ghostwriter Classic,60.00 ,0,0.0,0,,,0,Membrane
1201,Redragon Hara,60.00 ,0,0.0,0,,,0,Custom Blue
1202,Spirit of Gamer Xpert K100,38.80 ,2,3.0,2,,,0,Membrane
1203,Powertech PT-183,13.50 ,4,4.0,1,,,0,Membrane
1204,Roccat Ryos MK Pro,189.60 ,0,4.0,5,,,0,Cherry MX Brown
1205,Gigabyte Force K85,92.65 ,0,3.5,2,,,0,Custom Red
1206,Zornwee V6,26.99 ,8,0.0,0,,,0,Membrane
1207,Weibo WB-538,23.88 ,2,0.0,0,,,0,Membrane
1208,Iogear Kaliber Hver,59.00 ,0,0.0,0,,,0,Membrane
1209,FanTech K710,48.00 ,0,3.0,2,,,0,Membrane
1210,Fury Hellfire illuminated,17.40 ,0,3.0,5,,,0,Key Lights
1211,Media-Tech Cobra Pro Inferno,55.00 ,26,0.0,0,,,0,Cyan AX
1212,Thermaltake ESPORTS Challenger Edge RGB,57.50 ,0,0.0,0,,,0,Key Lights
1213,Tracer Hellway,27.90 ,0,0.0,0,,,0,Membrane
1214,Ravcore Valravn,36.00 ,0,0.0,0,,,0,Membrane
1215,Zornwee X6 Soldier,8.40 ,2,0.0,0,,,0,Membrane
1216,Roccat Skeltr,106.56 ,4,0.0,0,,,0,Membrane
1217,SpeedLink Ferus,15.90 ,3,3.0,1,,,0,Membrane
1218,Keep Out F89PTE,27.60 ,2,0.0,0,,,0,Membrane
1219,Trust GXT 830,25.40 ,0,3.3,6,,,0,Membrane
1220,Redragon Indrah Black,99.00 ,0,0.0,0,,,0,Custom Blue
1221,Redragon K506,28.80 ,2,0.0,0,,,0,Membrane
1222,Sandberg Thunderstorm 640-02,49.90 ,3,0.0,0,,,0,Membrane
1223,Armaggeddon MKA-9C Psychraptor (Kaily Red),82.00 ,0,0.0,0,,,0,Kailh Red
1224,Media-Tech Cobra Pro MT1251,13.40 ,0,0.0,0,,,0,Membrane
1225,Weibo FC-719,9.49 ,0,0.0,0,,,0,Membrane
1226,Aula Be Fire,23.50 ,0,4.0,2,,,0,Membrane
1227,Xtrike Me KB-301,7.99 ,9,1.0,1,,,0,Membrane
1228,Zalman ZM-K600S,30.50 ,1,0.0,0,,,0,Membrane
1229,Zalman ZM-K700M,113.90 ,1,0.0,0,,,0,Cherry MX Red
1230,FanTech KR-6300,20.00 ,0,2.5,6,,,0,Membrane
1231,E-More HK3800,14.83 ,2,3.3,8,,,0,Membrane
1232,Ravcore Hybrid,34.50 ,4,2.3,3,,,0,Membrane
1233,Azio MGK1,99.00 ,0,0.0,0,,,0,Kailh Blue
1234,Roccat Vulcan 122 AIMO White,187.90 ,4,1.5,2,,,0,Titan Tactile
1235,Genesis RX11,19.99 ,0,3.0,4,,,0,Membrane
1236,Turtle Beach Impact 100,65.50 ,0,0.0,0,,,0,Membrane
1237,Magic m100,35.80 ,2,0.0,0,,,0,Membrane
1238,Keep Out F80,48.80 ,0,0.0,0,,,0,Membrane
1239,Approx Bolt,16.00 ,2,0.0,0,,,0,Membrane
1240,Keep Out F89CH,30.90 ,4,0.0,0,,,0,Membrane
1241,Tracer Enduro,18.00 ,0,0.0,0,,,0,Full Size
1242,SteelSeries Apex Raw,82.00 ,2,5.0,1,,,2,Membrane
1243,Roccat Isku FX,66.82 ,3,4.3,3,,,2,Membrane
1244,Perixx PX-1200,73.34 ,8,0.0,0,,,0,Membrane
1245,Armaggeddon AK-700,35.00 ,0,0.0,0,,,0,Membrane
1246,ZYG-900,15.70 ,5,1.0,1,,,0,Membrane
1247,Sharkoon Shark Zone MK80,83.01 ,2,0.0,0,,,0,Kailh Red
1248,R-Horse FC-720,39.90 ,0,0.0,0,,,0,Key Lights
1249,Sumvision Kane PRO LED,37.21 ,8,0.0,0,,,0,Membrane
1250,Trust GXT 280,15.90 ,6,3.3,10,,,0,Membrane
1251,Approx Blizzard,26.60 ,0,0.0,0,,,0,Membrane
1252,Keep Out F89PRO,47.70 ,0,0.0,0,,,0,Membrane
1253,Mars Gaming MK1,5.46 ,0,0.0,0,,,0,Membrane
1254,Approx Appblizzard,22.51 ,2,3.0,2,,,0,Membrane
1255,Roccat Isku,149.00 ,0,4.3,3,,,0,Membrane
1256,Aula Gaming Combo Set,50.37 ,8,0.0,0,,,0,Membrane
1257,SpeedLink Parthica Core,42.40 ,5,0.0,0,,,0,Membrane
1258,Sumvision Nemesis Stryder,32.74 ,8,0.0,0,,,0,Membrane
1259,Keep Out F90,38.90 ,0,0.0,0,,,0,Membrane
1260,Perixx PX-1100,87.42 ,8,0.0,0,,,0,Membrane
1261,Media-Tech Cobra Pro Multimedia,16.99 ,10,1.0,1,,,0,Membrane
1262,SpeedLink Rapax,27.50 ,3,0.0,0,,,0,Membrane
1263,Omega Varr VK-1,15.00 ,0,3.0,4,,,0,Membrane
1264,A4Tech Bloody & Sades Gaming set,156.07 ,0,1.0,2,,,0,LK Libra Brown
1265,Esperanza TK105,6.80 ,9,1.0,1,,,0,Membrane
1266,Keep Out F90E Gaming USB,39.90 ,6,2.3,6,,,0,Membrane
1267,Gigabyte K8100,75.00 ,0,0.0,0,,,0,Membrane
1268,Approx Quasar,29.00 ,0,1.0,1,,,0,Membrane
1269,A4Tech X7 G100,17.00 ,0,0.0,0,,,0,Keypad
